benchmark,time,cpu,iterations
add_copy_bench/32,      11440 ns,       11438 ns,61311
add_copy_bench/32,      11492 ns,       11491 ns,61311
add_copy_bench/32,      11594 ns,       11590 ns,61311
add_copy_bench/32,      11584 ns,       11581 ns,61311
add_copy_bench/32,      11509 ns,       11507 ns,61311
add_copy_bench/32,      11407 ns,       11406 ns,61311
add_copy_bench/32,      11482 ns,       11480 ns,61311
add_copy_bench/32,      11396 ns,       11396 ns,61311
add_copy_bench/32,      11460 ns,       11460 ns,61311
add_copy_bench/32,      11459 ns,       11458 ns,61311
add_copy_bench/32,      11524 ns,       11522 ns,61311
add_copy_bench/32,      11486 ns,       11486 ns,61311
add_copy_bench/32,      11431 ns,       11429 ns,61311
add_copy_bench/32,      11512 ns,       11510 ns,61311
add_copy_bench/32,      11476 ns,       11474 ns,61311
add_copy_bench/32,      11376 ns,       11374 ns,61311
add_copy_bench/32_mean,      11499 ns,       11497 ns,30
add_copy_bench/32_median,      11473 ns,       11472 ns,30
add_copy_bench/32_stddev,        109 ns,         109 ns,30
add_copy_bench/64,      45080 ns,       45080 ns,15455
add_copy_bench/64,      45620 ns,       45618 ns,15455
add_copy_bench/64,      44338 ns,       44338 ns,15455
add_copy_bench/64,      44218 ns,       44215 ns,15455
add_copy_bench/64,      44365 ns,       44355 ns,15455
add_copy_bench/64,      44295 ns,       44291 ns,15455
add_copy_bench/64,      45146 ns,       45139 ns,15455
add_copy_bench/64,      44296 ns,       44294 ns,15455
add_copy_bench/64,      44205 ns,       44197 ns,15455
add_copy_bench/64,      44181 ns,       44167 ns,15455
add_copy_bench/64,      44223 ns,       44215 ns,15455
add_copy_bench/64,      45446 ns,       45437 ns,15455
add_copy_bench/64,      45454 ns,       45446 ns,15455
add_copy_bench/64,      44911 ns,       44907 ns,15455
add_copy_bench/64,      44470 ns,       44458 ns,15455
add_copy_bench/64,      44140 ns,       44126 ns,15455
add_copy_bench/64,      44149 ns,       44147 ns,15455
add_copy_bench/64,      44102 ns,       44097 ns,15455
add_copy_bench/64,      44171 ns,       44162 ns,15455
add_copy_bench/64,      44084 ns,       44080 ns,15455
add_copy_bench/64,      44687 ns,       44681 ns,15455
add_copy_bench/64,      45822 ns,       45810 ns,15455
add_copy_bench/64,      45937 ns,       45930 ns,15455
add_copy_bench/64,      44202 ns,       44195 ns,15455
add_copy_bench/64,      45292 ns,       45275 ns,15455
add_copy_bench/64,      44401 ns,       44392 ns,15455
add_copy_bench/64,      44182 ns,       44178 ns,15455
add_copy_bench/64,      44592 ns,       44579 ns,15455
add_copy_bench/64,      44130 ns,       44123 ns,15455
add_copy_bench/64,      44177 ns,       44173 ns,15455
add_copy_bench/64_mean,      44611 ns,       44604 ns,30
add_copy_bench/64_median,      44317 ns,       44316 ns,30
add_copy_bench/64_stddev,        579 ns,         578 ns,30
add_copy_bench/128,     178526 ns,      178498 ns,3966
add_copy_bench/128,     177612 ns,      177572 ns,3966
add_copy_bench/128,     177488 ns,      177455 ns,3966
add_copy_bench/128,     180276 ns,      180276 ns,3966
add_copy_bench/128,     181061 ns,      181058 ns,3966
add_copy_bench/128,     178967 ns,      178964 ns,3966
add_copy_bench/128,     179074 ns,      179074 ns,3966
add_copy_bench/128,     180208 ns,      180205 ns,3966
add_copy_bench/128,     181116 ns,      181105 ns,3966
add_copy_bench/128,     181956 ns,      181912 ns,3966
add_copy_bench/128,     182493 ns,      182485 ns,3966
add_copy_bench/128,     179235 ns,      179202 ns,3966
add_copy_bench/128,     178828 ns,      178804 ns,3966
add_copy_bench/128,     178622 ns,      178604 ns,3966
add_copy_bench/128,     186747 ns,      186716 ns,3966
add_copy_bench/128,     183617 ns,      183588 ns,3966
add_copy_bench/128,     181308 ns,      181273 ns,3966
add_copy_bench/128,     180622 ns,      180613 ns,3966
add_copy_bench/128,     184138 ns,      184108 ns,3966
add_copy_bench/128,     183865 ns,      183849 ns,3966
add_copy_bench/128,     185663 ns,      185615 ns,3966
add_copy_bench/128,     182175 ns,      182148 ns,3966
add_copy_bench/128,     183300 ns,      183258 ns,3966
add_copy_bench/128,     183209 ns,      183155 ns,3966
add_copy_bench/128,     182873 ns,      182852 ns,3966
add_copy_bench/128,     182056 ns,      182032 ns,3966
add_copy_bench/128,     184575 ns,      184553 ns,3966
add_copy_bench/128,     179896 ns,      179886 ns,3966
add_copy_bench/128,     179563 ns,      179528 ns,3966
add_copy_bench/128,     179510 ns,      179480 ns,3966
add_copy_bench/128_mean,     181286 ns,      181262 ns,30
add_copy_bench/128_median,     181089 ns,      181082 ns,30
add_copy_bench/128_stddev,       2403 ns,        2399 ns,30
add_copy_bench/256,     725249 ns,      725121 ns,979
add_copy_bench/256,     716862 ns,      716779 ns,979
add_copy_bench/256,     719093 ns,      719041 ns,979
add_copy_bench/256,     717406 ns,      717356 ns,979
add_copy_bench/256,     716181 ns,      716033 ns,979
add_copy_bench/256,     718093 ns,      717975 ns,979
add_copy_bench/256,     715951 ns,      715770 ns,979
add_copy_bench/256,     716321 ns,      716146 ns,979
add_copy_bench/256,     716282 ns,      716207 ns,979
add_copy_bench/256,     718990 ns,      718869 ns,979
add_copy_bench/256,     728047 ns,      727836 ns,979
add_copy_bench/256,     733956 ns,      733811 ns,979
add_copy_bench/256,     721139 ns,      721070 ns,979
add_copy_bench/256,     718612 ns,      718426 ns,979
add_copy_bench/256,     722918 ns,      722737 ns,979
add_copy_bench/256,     725293 ns,      725152 ns,979
add_copy_bench/256,     720425 ns,      720376 ns,979
add_copy_bench/256,     717924 ns,      717816 ns,979
add_copy_bench/256,     717610 ns,      717578 ns,979
add_copy_bench/256,     716340 ns,      716234 ns,979
add_copy_bench/256,     720241 ns,      720059 ns,979
add_copy_bench/256,     718191 ns,      718012 ns,979
add_copy_bench/256,     717071 ns,      717029 ns,979
add_copy_bench/256,     716325 ns,      716163 ns,979
add_copy_bench/256,     720355 ns,      720286 ns,979
add_copy_bench/256,     719605 ns,      719522 ns,979
add_copy_bench/256,     719459 ns,      719347 ns,979
add_copy_bench/256,     719541 ns,      719381 ns,979
add_copy_bench/256,     718468 ns,      718348 ns,979
add_copy_bench/256,     717721 ns,      717642 ns,979
add_copy_bench/256_mean,     719656 ns,      719537 ns,30
add_copy_bench/256_median,     718540 ns,      718387 ns,30
add_copy_bench/256_stddev,       3987 ns,        3974 ns,30
add_copy_bench/512,    2874446 ns,     2874377 ns,241
add_copy_bench/512,    2874252 ns,     2873714 ns,241
add_copy_bench/512,    2878422 ns,     2878100 ns,241
add_copy_bench/512,    2875799 ns,     2875358 ns,241
add_copy_bench/512,    2877169 ns,     2876322 ns,241
add_copy_bench/512,    2875057 ns,     2874486 ns,241
add_copy_bench/512,    2873845 ns,     2873522 ns,241
add_copy_bench/512,    2879545 ns,     2879289 ns,241
add_copy_bench/512,    2876052 ns,     2875480 ns,241
add_copy_bench/512,    2878054 ns,     2877640 ns,241
add_copy_bench/512,    2874038 ns,     2873858 ns,241
add_copy_bench/512,    2875512 ns,     2874456 ns,241
add_copy_bench/512,    2883201 ns,     2882881 ns,241
add_copy_bench/512,    2879448 ns,     2878999 ns,241
add_copy_bench/512,    2877865 ns,     2877316 ns,241
add_copy_bench/512,    2877014 ns,     2876614 ns,241
add_copy_bench/512,    2872739 ns,     2872574 ns,241
add_copy_bench/512,    2874045 ns,     2873308 ns,241
add_copy_bench/512,    2876133 ns,     2875382 ns,241
add_copy_bench/512,    2877535 ns,     2877196 ns,241
add_copy_bench/512,    2879848 ns,     2879445 ns,241
add_copy_bench/512,    2896341 ns,     2895928 ns,241
add_copy_bench/512,    2892803 ns,     2892499 ns,241
add_copy_bench/512,    2898190 ns,     2898074 ns,241
add_copy_bench/512,    2911646 ns,     2911406 ns,241
add_copy_bench/512,    2895474 ns,     2894874 ns,241
add_copy_bench/512,    2889782 ns,     2889554 ns,241
add_copy_bench/512,    2914988 ns,     2914287 ns,241
add_copy_bench/512,    2902818 ns,     2902491 ns,241
add_copy_bench/512,    2857308 ns,     2857074 ns,241
add_copy_bench/512_mean,    2882312 ns,     2881883 ns,30
add_copy_bench/512_median,    2877700 ns,     2877256 ns,30
add_copy_bench/512_stddev,      12541 ns,       12554 ns,30
add_copy_bench/1024,   11442934 ns,    11442087 ns,61
add_copy_bench/1024,   11522803 ns,    11519055 ns,61
add_copy_bench/1024,   11485784 ns,    11483334 ns,61
add_copy_bench/1024,   11432502 ns,    11431918 ns,61
add_copy_bench/1024,   11460165 ns,    11456449 ns,61
add_copy_bench/1024,   11480514 ns,    11477216 ns,61
add_copy_bench/1024,   11453014 ns,    11451314 ns,61
add_copy_bench/1024,   11441397 ns,    11438218 ns,61
add_copy_bench/1024,   11550308 ns,    11548098 ns,61
add_copy_bench/1024,   11527868 ns,    11525178 ns,61
add_copy_bench/1024,   11443200 ns,    11442636 ns,61
add_copy_bench/1024,   11460817 ns,    11457599 ns,61
add_copy_bench/1024,   11452284 ns,    11450385 ns,61
add_copy_bench/1024,   11500685 ns,    11499629 ns,61
add_copy_bench/1024,   11551911 ns,    11551919 ns,61
add_copy_bench/1024,   11499036 ns,    11499030 ns,61
add_copy_bench/1024,   11492363 ns,    11491963 ns,61
add_copy_bench/1024,   11484267 ns,    11481095 ns,61
add_copy_bench/1024,   11443431 ns,    11442281 ns,61
add_copy_bench/1024,   11468758 ns,    11467588 ns,61
add_copy_bench/1024,   11452495 ns,    11450835 ns,61
add_copy_bench/1024,   11450875 ns,    11449122 ns,61
add_copy_bench/1024,   11598154 ns,    11596971 ns,61
add_copy_bench/1024,   11473883 ns,    11472428 ns,61
add_copy_bench/1024,   11536578 ns,    11533956 ns,61
add_copy_bench/1024,   11474472 ns,    11474479 ns,61
add_copy_bench/1024,   11433110 ns,    11433113 ns,61
add_copy_bench/1024,   11436057 ns,    11433499 ns,61
add_copy_bench/1024,   11440417 ns,    11439801 ns,61
add_copy_bench/1024,   11471462 ns,    11471464 ns,61
add_copy_bench/1024_mean,   11478718 ns,    11477089 ns,30
add_copy_bench/1024_median,   11470110 ns,    11469526 ns,30
add_copy_bench/1024_stddev,      41516 ns,       41436 ns,30
add_copy_bench/2048,   54805663 ns,    54802805 ns,13
add_copy_bench/2048,   54717677 ns,    54689297 ns,13
add_copy_bench/2048,   54684275 ns,    54670976 ns,13
add_copy_bench/2048,   55140872 ns,    55092502 ns,13
add_copy_bench/2048,   54993674 ns,    54984620 ns,13
add_copy_bench/2048,   54009653 ns,    54009615 ns,13
add_copy_bench/2048,   54969347 ns,    54957533 ns,13
add_copy_bench/2048,   54631462 ns,    54623840 ns,13
add_copy_bench/2048,   54287018 ns,    54270204 ns,13
add_copy_bench/2048,   56208692 ns,    56189681 ns,13
add_copy_bench/2048,   54245134 ns,    54234630 ns,13
add_copy_bench/2048,   55474166 ns,    55473494 ns,13
add_copy_bench/2048,   54696169 ns,    54690337 ns,13
add_copy_bench/2048,   54232441 ns,    54206533 ns,13
add_copy_bench/2048,   54732311 ns,    54731530 ns,13
add_copy_bench/2048,   54867690 ns,    54859183 ns,13
add_copy_bench/2048,   54303529 ns,    54291994 ns,13
add_copy_bench/2048,   53946709 ns,    53937837 ns,13
add_copy_bench/2048,   54728760 ns,    54705581 ns,13
add_copy_bench/2048,   54761114 ns,    54751481 ns,13
add_copy_bench/2048,   54213114 ns,    54204413 ns,13
add_copy_bench/2048,   54673018 ns,    54663435 ns,13
add_copy_bench/2048,   54453861 ns,    54446265 ns,13
add_copy_bench/2048,   54045540 ns,    54032606 ns,13
add_copy_bench/2048,   54022886 ns,    54019645 ns,13
add_copy_bench/2048,   54570016 ns,    54535364 ns,13
add_copy_bench/2048,   54165885 ns,    54153258 ns,13
add_copy_bench/2048,   54582887 ns,    54574832 ns,13
add_copy_bench/2048,   54373640 ns,    54367287 ns,13
add_copy_bench/2048,   54617892 ns,    54599154 ns,13
add_copy_bench/2048_mean,   54605170 ns,    54592331 ns,30
add_copy_bench/2048_median,   54624677 ns,    54611497 ns,30
add_copy_bench/2048_stddev,     470532 ns,      468618 ns,30
add_copy_bench/4096,  217963747 ns,   217880463 ns,3
add_copy_bench/4096,  216611839 ns,   216564586 ns,3
add_copy_bench/4096,  216418202 ns,   216391298 ns,3
add_copy_bench/4096,  216539333 ns,   216516409 ns,3
add_copy_bench/4096,  217922973 ns,   217871550 ns,3
add_copy_bench/4096,  217405903 ns,   217371135 ns,3
add_copy_bench/4096,  216769147 ns,   216731783 ns,3
add_copy_bench/4096,  217282183 ns,   217242674 ns,3
add_copy_bench/4096,  216192027 ns,   216132029 ns,3
add_copy_bench/4096,  219396222 ns,   219369499 ns,3
add_copy_bench/4096,  217659965 ns,   217633584 ns,3
add_copy_bench/4096,  218389852 ns,   218324410 ns,3
add_copy_bench/4096,  216531310 ns,   216472377 ns,3
add_copy_bench/4096,  216827609 ns,   216788496 ns,3
add_copy_bench/4096,  217147126 ns,   217057053 ns,3
add_copy_bench/4096,  220892403 ns,   220838801 ns,3
add_copy_bench/4096,  217059775 ns,   217035689 ns,3
add_copy_bench/4096,  216775020 ns,   216716017 ns,3
add_copy_bench/4096,  216753546 ns,   216739651 ns,3
add_copy_bench/4096,  216024711 ns,   215924933 ns,3
add_copy_bench/4096,  215886142 ns,   215860776 ns,3
add_copy_bench/4096,  215387351 ns,   215372631 ns,3
add_copy_bench/4096,  215210877 ns,   215161005 ns,3
add_copy_bench/4096,  215994748 ns,   215950061 ns,3
add_copy_bench/4096,  216470114 ns,   216431263 ns,3
add_copy_bench/4096,  215547722 ns,   215523647 ns,3
add_copy_bench/4096,  215118166 ns,   215084761 ns,3
add_copy_bench/4096,  214997092 ns,   214969244 ns,3
add_copy_bench/4096,  215655972 ns,   215585022 ns,3
add_copy_bench/4096,  216576089 ns,   216522601 ns,3
add_copy_bench/4096_mean,  216780239 ns,   216735448 ns,30
add_copy_bench/4096_median,  216593964 ns,   216543593 ns,30
add_copy_bench/4096_stddev,    1267125 ns,     1264162 ns,30
add_copy_bench/8192,  868212952 ns,   867995494 ns,1
add_copy_bench/8192,  857837524 ns,   857528517 ns,1
add_copy_bench/8192,  861197752 ns,   861074939 ns,1
add_copy_bench/8192,  861237156 ns,   861043681 ns,1
add_copy_bench/8192,  865569387 ns,   865391383 ns,1
add_copy_bench/8192,  859687285 ns,   859455401 ns,1
add_copy_bench/8192,  857862609 ns,   857610702 ns,1
add_copy_bench/8192,  856711748 ns,   856519006 ns,1
add_copy_bench/8192,  861853139 ns,   861613739 ns,1
add_copy_bench/8192,  858842848 ns,   858658838 ns,1
add_copy_bench/8192,  857087473 ns,   856967325 ns,1
add_copy_bench/8192,  855835882 ns,   855598189 ns,1
add_copy_bench/8192,  861413882 ns,   861218528 ns,1
add_copy_bench/8192,  858500193 ns,   858353355 ns,1
add_copy_bench/8192,  855109677 ns,   854904797 ns,1
add_copy_bench/8192,  856392966 ns,   856149102 ns,1
add_copy_bench/8192,  864454418 ns,   864367572 ns,1
add_copy_bench/8192,  859490930 ns,   859267770 ns,1
add_copy_bench/8192,  856838230 ns,   856626357 ns,1
add_copy_bench/8192,  856322601 ns,   856119245 ns,1
add_copy_bench/8192,  861586653 ns,   861409155 ns,1
add_copy_bench/8192,  857586052 ns,   857475218 ns,1
add_copy_bench/8192,  856114730 ns,   855923276 ns,1
add_copy_bench/8192,  857101402 ns,   856920929 ns,1
add_copy_bench/8192,  864352213 ns,   864343578 ns,1
add_copy_bench/8192,  861493766 ns,   861488474 ns,1
add_copy_bench/8192,  864694323 ns,   864609406 ns,1
add_copy_bench/8192,  864246102 ns,   864055478 ns,1
add_copy_bench/8192,  861742071 ns,   861569787 ns,1
add_copy_bench/8192,  861160969 ns,   860872707 ns,1
add_copy_bench/8192_mean,  860017898 ns,   859837732 ns,30
add_copy_bench/8192_median,  859589107 ns,   859361585 ns,30
add_copy_bench/8192_stddev,    3395922 ns,     3419816 ns,30
